Accession	Sample Name	SPUID	Organism	Tax ID	Strain	
SAMN19415023	DGRP_Line_32_3wk_M_Rep_1	DGRP_Line_32_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_32	
SAMN19415024	DGRP_Line_32_3wk_M_Rep_2	DGRP_Line_32_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_32	
SAMN19415025	DGRP_Line_332_3wk_F_Rep_1	DGRP_Line_332_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_332	
SAMN19415026	DGRP_Line_332_3wk_F_Rep_2	DGRP_Line_332_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_332	
SAMN19415027	DGRP_Line_332_3wk_M_Rep_1	DGRP_Line_332_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_332	
SAMN19415028	DGRP_Line_332_3wk_M_Rep_2	DGRP_Line_332_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_332	
SAMN19415029	DGRP_Line_335_3wk_F_Rep_1	DGRP_Line_335_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_335	
SAMN19415030	DGRP_Line_335_3wk_F_Rep_2	DGRP_Line_335_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_335	
SAMN19415031	DGRP_Line_335_3wk_M_Rep_1	DGRP_Line_335_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_335	
SAMN19415032	DGRP_Line_335_3wk_M_Rep_2	DGRP_Line_335_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_335	
SAMN19415033	DGRP_Line_336_3wk_F_Rep_1	DGRP_Line_336_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_336	
SAMN19415034	DGRP_Line_336_3wk_F_Rep_2	DGRP_Line_336_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_336	
SAMN19415035	DGRP_Line_336_3wk_M_Rep_1	DGRP_Line_336_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_336	
SAMN19415036	DGRP_Line_336_3wk_M_Rep_2	DGRP_Line_336_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_336	
SAMN19415037	DGRP_Line_338_3wk_F_Rep_1	DGRP_Line_338_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_338	
SAMN19415038	DGRP_Line_338_3wk_F_Rep_2	DGRP_Line_338_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_338	
SAMN19415039	DGRP_Line_338_3wk_F_Rep_3	DGRP_Line_338_3wk_F_Rep_3	Drosophila melanogaster	7227	DGRP_338	
SAMN19415040	DGRP_Line_338_3wk_F_Rep_4	DGRP_Line_338_3wk_F_Rep_4	Drosophila melanogaster	7227	DGRP_338	
SAMN19415041	DGRP_Line_338_3wk_M_Rep_1	DGRP_Line_338_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_338	
SAMN19415042	DGRP_Line_338_3wk_M_Rep_2	DGRP_Line_338_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_338	
SAMN19415043	DGRP_Line_338_3wk_M_Rep_3	DGRP_Line_338_3wk_M_Rep_3	Drosophila melanogaster	7227	DGRP_338	
SAMN19415044	DGRP_Line_338_3wk_M_Rep_4	DGRP_Line_338_3wk_M_Rep_4	Drosophila melanogaster	7227	DGRP_338	
SAMN19415045	DGRP_Line_340_3wk_F_Rep_1	DGRP_Line_340_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_340	
SAMN19415046	DGRP_Line_340_3wk_F_Rep_2	DGRP_Line_340_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_340	
SAMN19415047	DGRP_Line_340_3wk_M_Rep_1	DGRP_Line_340_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_340	
SAMN19415048	DGRP_Line_340_3wk_M_Rep_2	DGRP_Line_340_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_340	
SAMN19415049	DGRP_Line_348_3wk_F_Rep_1	DGRP_Line_348_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_348	
SAMN19415050	DGRP_Line_348_3wk_F_Rep_2	DGRP_Line_348_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_348	
SAMN19415051	DGRP_Line_348_3wk_M_Rep_1	DGRP_Line_348_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_348	
SAMN19415052	DGRP_Line_348_3wk_M_Rep_2	DGRP_Line_348_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_348	
SAMN19415053	DGRP_Line_350_3wk_F_Rep_1	DGRP_Line_350_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_350	
SAMN19415054	DGRP_Line_350_3wk_F_Rep_2	DGRP_Line_350_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_350	
SAMN19415055	DGRP_Line_350_3wk_M_Rep_1	DGRP_Line_350_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_350	
SAMN19415056	DGRP_Line_350_3wk_M_Rep_2	DGRP_Line_350_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_350	
SAMN19415057	DGRP_Line_352_3wk_F_Rep_1	DGRP_Line_352_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_352	
SAMN19415058	DGRP_Line_352_3wk_F_Rep_2	DGRP_Line_352_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_352	
SAMN19415059	DGRP_Line_352_3wk_M_Rep_1	DGRP_Line_352_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_352	
SAMN19415060	DGRP_Line_352_3wk_M_Rep_2	DGRP_Line_352_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_352	
SAMN19415061	DGRP_Line_354_3wk_F_Rep_1	DGRP_Line_354_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_354	
SAMN19415062	DGRP_Line_354_3wk_F_Rep_2	DGRP_Line_354_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_354	
SAMN19415063	DGRP_Line_354_3wk_M_Rep_1	DGRP_Line_354_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_354	
SAMN19415064	DGRP_Line_354_3wk_M_Rep_2	DGRP_Line_354_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_354	
SAMN19415065	DGRP_Line_355_3wk_F_Rep_1	DGRP_Line_355_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_355	
SAMN19415066	DGRP_Line_355_3wk_F_Rep_2	DGRP_Line_355_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_355	
SAMN19415067	DGRP_Line_356_3wk_F_Rep_1	DGRP_Line_356_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_356	
SAMN19415068	DGRP_Line_356_3wk_F_Rep_2	DGRP_Line_356_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_356	
SAMN19415069	DGRP_Line_356_3wk_M_Rep_1	DGRP_Line_356_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_356	
SAMN19415070	DGRP_Line_356_3wk_M_Rep_2	DGRP_Line_356_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_356	
SAMN19415071	DGRP_Line_357_3wk_F_Rep_1	DGRP_Line_357_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_357	
SAMN19415072	DGRP_Line_357_3wk_F_Rep_2	DGRP_Line_357_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_357	
SAMN19415073	DGRP_Line_357_3wk_M_Rep_1	DGRP_Line_357_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_357	
SAMN19415074	DGRP_Line_357_3wk_M_Rep_2	DGRP_Line_357_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_357	
SAMN19415075	DGRP_Line_358_3wk_F_Rep_1	DGRP_Line_358_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_358	
SAMN19415076	DGRP_Line_358_3wk_F_Rep_2	DGRP_Line_358_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_358	
SAMN19415077	DGRP_Line_358_3wk_M_Rep_1	DGRP_Line_358_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_358	
SAMN19415078	DGRP_Line_358_3wk_M_Rep_2	DGRP_Line_358_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_358	
SAMN19415079	DGRP_Line_359_3wk_F_Rep_1	DGRP_Line_359_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_359	
SAMN19415080	DGRP_Line_359_3wk_F_Rep_2	DGRP_Line_359_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_359	
SAMN19415081	DGRP_Line_359_3wk_M_Rep_1	DGRP_Line_359_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_359	
SAMN19415082	DGRP_Line_359_3wk_M_Rep_2	DGRP_Line_359_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_359	
SAMN19415083	DGRP_Line_360_3wk_F_Rep_1	DGRP_Line_360_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_360	
SAMN19415084	DGRP_Line_360_3wk_F_Rep_2	DGRP_Line_360_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_360	
SAMN19415085	DGRP_Line_360_3wk_M_Rep_1	DGRP_Line_360_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_360	
SAMN19415086	DGRP_Line_360_3wk_M_Rep_2	DGRP_Line_360_3wk_M_Rep_2	Drosophila melanogaster	7227	DGRP_360	
SAMN19415087	DGRP_Line_361_3wk_F_Rep_1	DGRP_Line_361_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_361	
SAMN19415088	DGRP_Line_361_3wk_F_Rep_2	DGRP_Line_361_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_361	
SAMN19415089	DGRP_Line_361_3wk_M_Rep_1	DGRP_Line_361_3wk_M_Rep_1	Drosophila melanogaster	7227	DGRP_361	
SAMN19415090	DGRP_Line_362_3wk_F_Rep_1	DGRP_Line_362_3wk_F_Rep_1	Drosophila melanogaster	7227	DGRP_362	
SAMN19415091	DGRP_Line_362_3wk_F_Rep_2	DGRP_Line_362_3wk_F_Rep_2	Drosophila melanogaster	7227	DGRP_362	
